character,pinyin,grade,unit,tts_hint,common_words,image_path
做,zuò,1,1,做作业的做,"做作业,做事,做功",/static/images/做.png
各,gè,1,1,各自的各,"各自,各种,各位",/static/images/各.png
种,zhǒng,1,1,种子的种,"种子,种植,种花",/static/images/种.png
样,yàng,1,1,样子的样,"样子,模样,样品",/static/images/样.png
伙,huǒ,1,1,伙伴的伙,"伙伴,伙伴们,伙伴关系",/static/images/伙.png
伴,bàn,1,1,伙伴的伴,"伙伴,伴随,相伴",/static/images/伴.png
却,què,1,1,却步的却,"却步,却是,却步不前",/static/images/却.png
也,yě,1,1,也许的也,"也许,也许会,也许能",/static/images/也.png
趣,qù,1,1,趣味的趣,"趣味,乐趣,兴趣",/static/images/趣.png
这,zhè,1,1,这的这的这,"这的这,这里,这么",/static/images/这.png
太,tài,1,1,太大的太,"太大,太阳,太岁",/static/images/太.png
阳,yáng,1,1,阳光的阳,"阳光,太阳,阳台",/static/images/阳.png
道,dào,1,1,道路的道,"道路,道理,道别",/static/images/道.png
送,sòng,1,1,赠送的送,"送,赠送,送别",/static/images/送.png
忙,máng,1,1,忙碌的忙,"忙碌,急忙,繁忙",/static/images/忙.png
尝,cháng,1,1,尝试的尝,"尝试,品尝,尝鲜",/static/images/尝.png
香,xiāng,1,1,花香的香,"香,花香,香气",/static/images/香.png
甜,tián,1,1,甜蜜的甜,"甜,甜蜜,甜美",/static/images/甜.png
温,wēn,1,1,温暖的温,"温暖,温馨,温顺",/static/images/温.png
暖,nuǎn,1,1,暖和的暖,"暖和,暖意,暖流",/static/images/暖.png
该,gāi,1,1,应该的该,"该,应该,该做",/static/images/该.png
颜,yán,1,1,颜色的颜,"颜色,容颜,颜料",/static/images/颜.png
因,yīn,1,1,原因的因,"原因,因为,因果",/static/images/因.png
块,kuài,1,1,一块的块,"一块,石块,方块",/static/images/块.png
捉,zhuō,1,1,捉迷藏的捉,"捉迷藏,捉住,捉拿",/static/images/捉.png
急,jí,1,1,急忙的急,"急忙,急促,急躁",/static/images/急.png
直,zhí,1,1,直线的直,"直线,直接,直角",/static/images/直.png
河,hé,1,1,河水的河,"河,河水,河流",/static/images/河.png
行,xíng,1,1,行走的行,"行走,行列,行情",/static/images/行.png
死,sǐ,1,1,死亡的死,"死亡,死去,死寂",/static/images/死.png
信,xìn,1,1,信心的信,"信心,信件,信任",/static/images/信.png
跟,gēn,1,1,跟从的跟,"跟从,跟随,跟进",/static/images/跟.png
忽,hū,1,1,忽然的忽,"忽然,忽视,忽明忽暗",/static/images/忽.png
喊,hǎn,1,1,喊叫的喊,"喊叫,喊话,喊醒",/static/images/喊.png
身,shēn,1,1,身体的身,"身体,人身,身影",/static/images/身.png
窝,wō,1,1,鸟窝的窝,"鸟窝,鸡窝,猪窝",/static/images/窝.png
孤,gū,1,1,孤儿的孤,"孤儿,孤独,孤单",/static/images/孤.png
单,dān,1,1,单一的单,"单一,单独,单价",/static/images/单.png
都,dōu,1,1,都市的都,"都市,首都,都会",/static/images/都.png
邻,lín,1,1,邻居的邻,"邻居,邻家,邻座",/static/images/邻.png
居,jū,1,1,居住的居,"居住,居民,居高临下",/static/images/居.png
招,zhāo,1,1,招手的招,"招手,招呼,招牌",/static/images/招.png
呼,hū,1,1,呼唤的呼,"呼,呼唤,呼吸",/static/images/呼.png
静,jìng,1,1,安静的静,"安静,平静,宁静",/static/images/静.png
怎,zěn,1,1,怎么的怎,"怎么,怎样,怎的",/static/images/怎.png
独,dú,1,1,独特的独,"独特,独立,独占",/static/images/独.png
跳,tiào,1,1,跳高的跳,"跳高,跳跃,跳绳",/static/images/跳.png
绳,shéng,1,1,绳子的绳,"绳子,跳绳,拉绳",/static/images/绳.png
讲,jiǎng,1,1,讲话的讲,"讲话,讲解,讲台",/static/images/讲.png
羽,yǔ,1,1,羽毛的羽,"羽毛,羽翼,羽扇",/static/images/羽.png
球,qiú,1,1,足球的球,"足球,篮球,乒乓球",/static/images/球.png
戏,xì,1,1,游戏的戏,"游戏,戏曲,戏法",/static/images/戏.png
排,pái,1,1,排队的排,"排队,排除,排练",/static/images/排.png
篮,lán,1,1,篮球的篮,"篮球,篮筐,篮子",/static/images/篮.png
连,lián,1,1,连忙的连,"连,连忙,连接",/static/images/连.png
运,yùn,1,1,运动的运,"运动,运气,运输",/static/images/运.png
夜,yè,1,1,夜晚的夜,"夜晚,夜晚的,夜色",/static/images/夜.png
思,sī,1,1,思考的思,"思考,思念,思想",/static/images/思.png
床,chuáng,1,1,床单的床,"床,床单,床头柜",/static/images/床.png
光,guāng,1,1,光明的光,"光明,阳光,月光",/static/images/光.png
疑,yí,1,1,疑惑的疑,"疑惑,疑问,怀疑",/static/images/疑.png
举,jǔ,1,1,举起的举,"举起,举例,举世",/static/images/举.png
望,wàng,1,1,希望的望,"望,希望,望见",/static/images/望.png
低,dī,1,1,低头的低,"低头,低价,低温",/static/images/低.png
故,gù,1,1,故事的故,"故事,故乡,故意",/static/images/故.png
胆,dǎn,1,1,大胆的胆,"大胆,胆量,胆小",/static/images/胆.png
敢,gǎn,1,1,勇敢的敢,"勇敢,敢于,敢想",/static/images/敢.png
往,wǎng,1,1,往来的往,"往来,往事,往常",/static/images/往.png
外,wài,1,1,外面的外,"外面,外貌,外交",/static/images/外.png
勇,yǒng,1,1,勇敢的勇,"勇敢,英勇,勇往直前",/static/images/勇.png
窗,chuāng,1,1,窗户的窗,"窗户,窗帘,窗台",/static/images/窗.png
乱,luàn,1,1,乱跑的乱,"乱跑,乱动,乱扔",/static/images/乱.png
偏,piān,1,1,偏心的偏,"偏心,偏差,偏旁",/static/images/偏.png
散,sàn,1,1,散落的散,"散落,散步,散文",/static/images/散.png
原,yuán,1,1,原来的原,"原来,原因,草原",/static/images/原.png
像,xiàng,1,1,像样的像,"像样,好像,像学生",/static/images/像.png
微,wēi,1,1,微笑的微,"微笑,微风,微妙",/static/images/微.png
端,duān,1,1,端正的端,"端正,端坐,端详",/static/images/端.png
粽,zòng,1,1,粽子的粽,"粽子,粽叶,粽香",/static/images/粽.png
节,jié,1,1,节日的节,"节日,节气,节俭",/static/images/节.png
总,zǒng,1,1,总结的总,"总,总结,总体",/static/images/总.png
米,mǐ,1,1,大米的米,"大米,小米,米粒",/static/images/米.png
间,jiān,1,1,间隔的间,"间隔,中间,房间",/static/images/间.png
分,fēn,1,1,分开的分,"分开,分数,分钟",/static/images/分.png
豆,dòu,1,1,豆子的豆,"豆子,豆腐,豆花",/static/images/豆.png
肉,ròu,1,1,肉丸的肉,"肉丸,猪肉,羊肉",/static/images/肉.png
带,dài,1,1,带子的带,"带子,带领,带路",/static/images/带.png
知,zhī,1,1,知识的知,"知识,知道,知己",/static/images/知.png
据,jù,1,1,据点的据,"据点,根据,据守",/static/images/据.png
念,niàn,1,1,念书的念,"念书,思念,念想",/static/images/念.png
虹,hóng,1,1,彩虹的虹,"彩虹,彩虹桥,彩虹糖",/static/images/虹.png
座,zuò,1,1,座位的座,"座位,座椅,座山雕",/static/images/座.png
浇,jiāo,1,1,浇水的浇,"浇水,浇花,浇灌",/static/images/浇.png
提,tí,1,1,提水的提,"提水,提高,提问",/static/images/提.png
洒,sǎ,1,1,洒水的洒,"洒水,洒落,洒满",/static/images/洒.png
挑,tiāo,1,1,挑水的挑,"挑水,挑逗,挑拨",/static/images/挑.png
兴,xīng,1,1,高兴的兴,"高兴,兴奋,兴起",/static/images/兴.png
镜,jìng,1,1,镜子的镜,"镜子,眼镜,镜框",/static/images/镜.png
拿,ná,1,1,拿走的拿,"拿走,拿起,拿去",/static/images/拿.png
照,zhào,1,1,照看的照,"照,照看,照顾",/static/images/照.png
千,qiān,1,1,千万的千,"千,千万,千金",/static/images/千.png
裙,qún,1,1,裙子的裙,"裙子,裙摆,裙带",/static/images/裙.png
辆,liàng,1,1,车辆的辆,车辆,/static/images/辆.png
匹,pǐ,1,1,马匹的匹,"马匹,匹夫",/static/images/匹.png
册,cè,1,1,书册的册,"书册,册子,画册",/static/images/册.png
支,zhī,1,1,支持的支,"支持,支架,支出",/static/images/支.png
铅,qiān,1,1,铅笔的铅,"铅笔,铅球,铅笔",/static/images/铅.png
棵,kē,1,1,树棵的棵,"树棵,棵数,一棵",/static/images/棵.png
架,jià,1,1,架子的架,"架子,架设",/static/images/架.png
眉,méi,1,1,眉毛的眉,"眉毛,眉头,眉宇",/static/images/眉.png
鼻,bí,1,1,鼻子的鼻,"鼻子,鼻涕,鼻孔",/static/images/鼻.png
嘴,zuǐ,1,1,嘴巴的嘴,"嘴巴,嘴边,嘴硬",/static/images/嘴.png
脖,bó,1,1,脖子的脖,"脖子,脖颈,脖梗",/static/images/脖.png
臂,bì,1,1,手臂的臂,"手臂,双臂,臂力",/static/images/臂.png
肚,dù,1,1,肚子的肚,"肚子,肚皮,肚腩",/static/images/肚.png
腿,tuǐ,1,1,腿脚的腿,"腿脚,大腿,小腿",/static/images/腿.png
脚,jiǎo,1,1,脚趾的脚,"脚趾,脚步,脚印",/static/images/脚.png
蜻,qīng,1,1,蜻蜓的蜻,"蜻蜓,蜻蜓点水,蜻蜓展翅",/static/images/蜻.png
蜓,tíng,1,1,蜻蜓的蜓,"蜻蜓,蜻蜓点水,蜻蜓展翅",/static/images/蜓.png
迷,mí,1,1,迷路的迷,"迷路,迷人",/static/images/迷.png
藏,cáng,1,1,宝藏的藏,"宝藏,藏匿,藏身",/static/images/藏.png
造,zào,1,1,建造的造,"造,建造,造就",/static/images/造.png
蚂,mǎ,1,1,蚂蚁的蚂,"蚂蚁,蚂蚱,蚂蟥",/static/images/蚂.png
蚁,yǐ,1,1,蚂蚁的蚁,"蚂蚁,白蚁,蚁群",/static/images/蚁.png
食,shí,1,1,食物的食,"食物,零食",/static/images/食.png
粮,liáng,1,1,粮食的粮,"粮食,粮仓,粮食局",/static/images/粮.png
蜘,zhī,1,1,蜘蛛的蜘,"蜘蛛,蜘蛛网,蜘蛛侠",/static/images/蜘.png
蛛,zhū,1,1,蜘蛛的蛛,"蜘蛛,蜘蛛网,蜘蛛侠",/static/images/蛛.png
网,wǎng,1,1,网络的网,"网络,网吧,网页",/static/images/网.png
圆,yuán,1,1,圆圈的圆,"圆圈,团圆,圆形",/static/images/圆.png
严,yán,1,1,严格的严,"严格,严肃,严厉",/static/images/严.png
寒,hán,1,1,寒冷的寒,"寒冷,寒风,寒号鸟",/static/images/寒.png
酷,kù,1,1,冷酷的酷,"酷,冷酷,酷爱",/static/images/酷.png
暑,shǔ,1,1,暑假的暑,"暑假,暑期,暑热",/static/images/暑.png
凉,liáng,1,1,凉爽的凉,"凉,凉爽,凉席",/static/images/凉.png
晨,chén,1,1,早晨的晨,"早晨,晨练,晨曦",/static/images/晨.png
细,xì,1,1,细雨的细,"细雨,细心,细小",/static/images/细.png
朝,cháo,1,1,朝霞的朝,"朝霞,朝阳,朝向",/static/images/朝.png
霞,xiá,1,1,霞光的霞,"霞光,晚霞,朝霞",/static/images/霞.png
夕,xī,1,1,夕阳的夕,"夕阳,夕阳红",/static/images/夕.png
杨,yáng,1,1,杨树的杨,"杨树,杨梅,杨柳",/static/images/杨.png
操,cāo,1,1,操场的操,"操场,操作,操练",/static/images/操.png
场,chǎng,1,1,操场的场,"操场,场合,场合",/static/images/场.png
拔,bá,1,1,拔河的拔,"拔河,拔草,拔苗助长",/static/images/拔.png
拍,pāi,1,1,拍打的拍,"拍打,拍照,拍板",/static/images/拍.png
跑,pǎo,1,1,跑步的跑,"跑,跑步,逃跑",/static/images/跑.png
踢,tī,1,1,踢踏的踢,"踢,踢踏,踢开",/static/images/踢.png
铃,líng,1,1,铃铛的铃,"铃铛,铃声,铃音",/static/images/铃.png
热,rè,1,1,热情的热,"热情,热心,热气",/static/images/热.png
闹,nào,1,1,闹钟的闹,"闹钟,闹事,闹腾",/static/images/闹.png
锻,duàn,1,1,锻炼的锻,"锻炼,锻炼身体,锻炼意志",/static/images/锻.png
炼,liàn,1,1,炼钢的炼,"炼钢,锻炼,炼油",/static/images/炼.png
体,tǐ,1,1,身体的体,"身体,体育,立体",/static/images/体.png
之,zhī,1,1,之路的之,"之路,之处,之乎者也",/static/images/之.png
初,chū,1,1,初春的初,"初春,初夏,初冬",/static/images/初.png
性,xìng,1,1,性格的性,"性格,性别,性情",/static/images/性.png
善,shàn,1,1,善良的善,"善良,善行,善举",/static/images/善.png
习,xí,1,1,学习的习,"学习,练习,习惯",/static/images/习.png
教,jiào,1,1,教师的教,"教师,教学,教育",/static/images/教.png
迁,qiān,1,1,迁移的迁,"迁移,迁徙,迁就",/static/images/迁.png
贵,guì,1,1,贵重的贵,"贵重,珍贵,宝贵",/static/images/贵.png
专,zhuān,1,1,专门的专,"专门,专心,专家",/static/images/专.png
幼,yòu,1,1,幼儿的幼,"幼儿,幼年,幼小",/static/images/幼.png
玉,yù,1,1,玉石的玉,"玉石,美玉,玉佩",/static/images/玉.png
器,qì,1,1,乐器的器,"乐器,器皿",/static/images/器.png
义,yì,1,1,义务的义,"义务,意义,道义",/static/images/义.png
饭,fàn,1,1,饭菜的饭,"饭,饭菜,饭盒",/static/images/饭.png
能,néng,1,1,能干的能,"能干,能力,能量",/static/images/能.png
饱,bǎo,1,1,饱食的饱,"饱食,饱满,饱经风霜",/static/images/饱.png
茶,chá,1,1,茶水的茶,"茶水,茶叶,茶杯",/static/images/茶.png
泡,pào,1,1,泡面的泡,"泡面,泡沫,泡澡",/static/images/泡.png
轻,qīng,1,1,轻松的轻,"轻,轻松,轻巧",/static/images/轻.png
鞭,biān,1,1,鞭子的鞭,"鞭子,鞭打,鞭策",/static/images/鞭.png
炮,pào,1,1,炮弹的炮,"炮弹,炮台,炮兵",/static/images/炮.png
首,shǒu,1,1,首都的首,"首,首都,首先",/static/images/首.png
踪,zōng,1,1,踪迹的踪,"踪迹,踪影,踪迹",/static/images/踪.png
迹,jì,1,1,足迹的迹,"足迹,痕迹,古迹",/static/images/迹.png
浮,fú,1,1,漂浮的浮,"漂浮,浮云,浮华",/static/images/浮.png
萍,píng,1,1,浮萍的萍,"浮萍,萍蓬,萍水",/static/images/萍.png
泉,quán,1,1,泉水的泉,"泉水,源泉,泉眼",/static/images/泉.png
流,liú,1,1,流水的流,"流水,流动,流行",/static/images/流.png
爱,ài,1,1,爱护的爱,"爱,爱护,爱心",/static/images/爱.png
柔,róu,1,1,温柔的柔,"温柔,柔顺,柔美",/static/images/柔.png
荷,hé,1,1,荷花的荷,"荷花,荷叶,荷塘",/static/images/荷.png
露,lù,1,1,露珠的露,"露珠,露脸,露馅",/static/images/露.png
角,jiǎo,1,1,角落的角,"角落,角度,角色",/static/images/角.png
珠,zhū,1,1,珍珠的珠,"珍珠,珠宝,珠帘",/static/images/珠.png
摇,yáo,1,1,摇晃的摇,"摇晃,摇摆,摇头",/static/images/摇.png
躺,tǎng,1,1,躺下的躺,"躺下,躺椅,躺卧",/static/images/躺.png
晶,jīng,1,1,水晶的晶,"水晶,晶体,晶莹",/static/images/晶.png
停,tíng,1,1,停车的停,"停车,停止,停电",/static/images/停.png
机,jī,1,1,机器的机,"机器,飞机,手机",/static/images/机.png
展,zhǎn,1,1,展览的展,"展览,展开,展示",/static/images/展.png
透,tòu,1,1,透明的透,"透明,透亮,透气",/static/images/透.png
翅,chì,1,1,翅膀的翅,"翅膀,翅子,翅膜",/static/images/翅.png
膀,bǎng,1,1,肩膀的膀,"肩膀,翅膀,肩膀骨",/static/images/膀.png
唱,chàng,1,1,唱歌的唱,"唱歌,唱响,唱功",/static/images/唱.png
朵,duǒ,1,1,花朵的朵,"花朵,云朵",/static/images/朵.png
腰,yāo,1,1,腰疼的腰,"腰疼,腰带,腰包",/static/images/腰.png
坡,pō,1,1,山坡的坡,"山坡,斜坡,坡道",/static/images/坡.png
沉,chén,1,1,沉重的沉,"沉,沉重,深沉",/static/images/沉.png
伸,shēn,1,1,伸手的伸,"伸手,伸脚,伸展",/static/images/伸.png
潮,cháo,1,1,潮水的潮,"潮水,潮汐,潮涌",/static/images/潮.png
湿,shī,1,1,湿润的湿,"湿润,潮湿,湿气",/static/images/湿.png
呢,ne,1,1,呢喃的呢,"呢喃,呢喃,呢喃",/static/images/呢.png
闷,mèn,1,1,闷闷不乐的闷,"闷闷不乐,闷声不响,闷头苦干",/static/images/闷.png
消,xiāo,1,1,消化的消,"消化,消失,消灭",/static/images/消.png
息,xī,1,1,休息的息,"休息,消息,气息",/static/images/息.png
搬,bān,1,1,搬家的搬,"搬家,搬动,搬运",/static/images/搬.png
响,xiǎng,1,1,响声的响,"响声,响亮,响动",/static/images/响.png
具,jù,1,1,具体的具,"具体,家具,具备",/static/images/具.png
次,cì,1,1,次数的次,"次数,次品,次序",/static/images/次.png
丢,diū,1,1,丢失的丢,"丢失,丢掉,丢人",/static/images/丢.png
哪,nǎ,1,1,哪里的哪,"哪里,哪儿,哪儿呢",/static/images/哪.png
新,xīn,1,1,新鲜的新,"新鲜,新书,新年",/static/images/新.png
每,měi,1,1,每天的每,"每天,每个,每逢",/static/images/每.png
平,píng,1,1,平静的平,"平静,平安,平时",/static/images/平.png
她,tā,1,1,她的的她,"她的,她们,她家",/static/images/她.png
些,xiē,1,1,一些的些,"一些,一些些,一些些的",/static/images/些.png
仔,zǎi,1,1,仔细的仔,"仔细,仔细观察,仔仔细细",/static/images/仔.png
检,jiǎn,1,1,检查的检,"检查,检验,检讨",/static/images/检.png
查,chá,1,1,查找的查,"查,查找,查证",/static/images/查.png
所,suǒ,1,1,所以的所,"所有,所以",/static/images/所.png
钟,zhōng,1,1,钟表的钟,"钟表,闹钟,时钟",/static/images/钟.png
丁,dīng,1,1,丁香的丁,"丁,丁香",/static/images/丁.png
元,yuán,1,1,元宝的元,"元宝,元旦,元宵",/static/images/元.png
迟,chí,1,1,迟到的迟,"迟到,延迟,迟缓",/static/images/迟.png
洗,xǐ,1,1,洗手的洗,"洗,洗手,洗衣液",/static/images/洗.png
背,bèi,1,1,背包的背,"背包,背心,背书",/static/images/背.png
刚,gāng,1,1,刚才的刚,"刚,刚才,刚才",/static/images/刚.png
共,gòng,1,1,共同的共,"共同,公共,共享",/static/images/共.png
汽,qì,1,1,汽车的汽,"汽车,汽油,汽水",/static/images/汽.png
决,jué,1,1,决定的决,"决定,决心,决断",/static/images/决.png
定,dìng,1,1,安定的定,"定,安定,肯定",/static/images/定.png
已,yǐ,1,1,已经的已,"已经,已经,已经",/static/images/已.png
经,jīng,1,1,经验的经,"经验,经过,经常",/static/images/经.png
物,wù,1,1,物品的物,"物品,货物,物品栏",/static/images/物.png
虎,hǔ,1,1,老虎的虎,"老虎,虎头虎脑,虎视眈眈",/static/images/虎.png
熊,xióng,1,1,熊猫的熊,"熊熊,熊猫,熊孩子",/static/images/熊.png
通,tōng,1,1,通道的通,"通道,通过,通宵",/static/images/通.png
注,zhù,1,1,注目的注,"注目,注意,注释",/static/images/注.png
意,yì,1,1,意思的意,"意思,意义,意境",/static/images/意.png
遍,biàn,1,1,遍地的遍,"遍,遍地,遍布",/static/images/遍.png
百,bǎi,1,1,百岁的百,"百岁,百姓,百货",/static/images/百.png
舌,shé,1,1,舌头的舌,"舌头,舌根,舌面",/static/images/舌.png
鬼,guǐ,1,1,鬼怪的鬼,"鬼,鬼怪,鬼斧神工",/static/images/鬼.png
脸,liǎn,1,1,脸色的脸,"脸,脸色,笑脸",/static/images/脸.png
准,zhǔn,1,1,准时的准,"准时,准备,准确",/static/images/准.png
